tender_id,state,department,winning_supplier,award_value,estimated_value,number_of_bidders,contract_duration,flags_str,prelim_risk_score,risk_stratum,value_bucket,source_dataset
KAR-KA-2021-01025,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,SHREE BALAJI ENTERPRISE,447008577.7,331117464.97,3,4.0,"RF-4, RF-5",35,HIGH_RISK,MEGA (>5Cr),KARNATAKA
CEN-CE-2021-01075,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,VANGUARD POWER SERVICES,15392318.58,17491271.12,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
MAH-MA-2021-01201,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,GUPTA AND SONS CONTRACTOR,2071406.86,2180428.28,4,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2019_HPIPH_27950_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,OMKAR CHAND,2116617.0,1330654.0,4,5.041666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01244,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,LARSEN AND TOUBRO CONSTRUCTION,14158697.15,16089428.58,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
MAH-MA-2021-01104,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,DILIP BUILDCON LIMITED,10105506.76,10637375.53,1,21.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2019_PWD_28032_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MOHAN SINGH,8804146.0,6167884.0,3,5.708333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_MC_14905_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NARINDER KUMAR,1330032.0,1210000.0,2,6.729166666666667,RF-4,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPSED_19882_4,HIMACHAL PRADESH,MANAGING DIRECTOR,H H TECHNOLOGY PRIVATE LIMITED,4141139.0,4000000.0,2,5.916666666666667,RF-4,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_25500_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HYDRAULIC ENGINEERING COMPANY,3847379.0,2581880.0,5,17.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_26965_1-2042,HIMACHAL PRADESH,EXECUTIVE ENGINEER,JAVED KHAN,2173888.0,17316348.0,2,13.711805555555555,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17135_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BHUPENDER SINGH THAKUR,479586.0,357237.0,3,6.041666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HIMUD_25303_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HIMUDA DIVISION MANDI,ASHWANI SHARMA,4242549.61,3099526.0,1,12.270833333333334,"RF-1, RF-5",45,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_17633_4,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NARINDER THAKUR,190000.0,220000.0,2,20.791666666666668,RF-6,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01023,UTTAR PRADESH,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,GUPTA AND SONS CONTRACTOR,12749445.46,13420468.91,1,21.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_UDDHP_17955_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER DMC,ROHIT,1353852.0,930205.0,3,16.708333333333332,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01244,KARNATAKA,BANGALORE METRO RAIL CORP,DILIP BUILDCON LIMITED,239531309.36,177430599.52,5,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEGA (>5Cr),KARNATAKA
2017_UDDHP_18347_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,NAIN SINGH,396204.0,256000.0,3,5.25,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_PWD_19631_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER,ASHWANI KUMAR,1360593.0,1075246.0,9,21.95833333333333,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19997_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER JUBBAL,RAVINDER CHAUHAN,6951612.0,5210305.0,1,9.20486111111111,"RF-1, RF-5, RF-6",60,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
UTT-UT-2021-01037,UTTAR PRADESH,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,LARSEN AND TOUBRO CONSTRUCTION,25321304.03,22018525.24,5,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
CEN-CE-2021-01205,CENTRAL,INDIAN RAILWAYS,VANGUARD POWER SERVICES,2232410.28,2067046.56,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2019_HPIPH_29616_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION MANDI,KULDEP KUMAR,789064.0,718499.0,2,7.041666666666667,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HPIPH_19200_1-949,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,M SBALAGI CONTECTOR,358627.0,1218675.0,4,6.208333333333333,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01202,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,APEX MEDITECH SOLUTIONS,4351204.02,4944550.02,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
RAJ-RA-2021-01055,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,AFCONS INFRASTRUCTURE LIMITED,13457856.57,12460978.3,3,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2018_HPIPH_21565_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION CHAMBA,RATAN CHAND,816332.0,639509.0,2,20.27083333333333,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HCoHP_18772_1,HIMACHAL PRADESH,REGISTRAR GENERAL,GSV SYSTEMS LLP,10180250.0,10320000.0,6,15.25,"RF-2, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
MAH-MA-2021-01083,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,LARSEN AND TOUBRO CONSTRUCTION,8636337.96,7996609.23,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2017_PWD_18448_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,DINESH CHAUHAN,5021180.0,5171272.0,4,9.21875,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
CEN-CE-2021-01094,CENTRAL,MINISTRY OF HEALTH FAMILY WELFARE,DILIP BUILDCON LIMITED,4879440.67,4783765.37,2,6.0,"RF-3, RF-4, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
CEN-CE-2021-01193,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,APEX MEDITECH SOLUTIONS,6618607.18,4902671.98,2,30.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_PWD_15398_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIRENDER KUMAR GOVERNMENT CONTRACTOR,321782.0,237070.0,12,20.291666666666668,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_18526_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER JUBBAL,RAKESH NEGI,9670236.0,5081122.0,2,6.916666666666667,"RF-4, RF-5",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_15624_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,S S ASSOCIATES,4293079.0,3542485.0,1,21.104166666666668,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_20124_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER UNA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT UNA,SHIVALIK CONSTRUCTION COMPANY,915587.0,831554.0,3,6.270833333333333,RF-4,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01149,CENTRAL,NHAI HIGHWAYS,TATA PROJECTS LIMITED,2422018.28,2106102.85,4,14.0,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2017_PWD_18072_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,DILDAR ALI,11444545.0,7075828.0,4,21.041666666666668,RF-5,20,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2020_DFHW_34986_6,HIMACHAL PRADESH,CHIEF MEDICAL OFFICER HAMIRPUR,HAMEER FACILITY MANAGEMENT PRIVATE LIMITED,1357000.0,1357000.0,5,16.333333333333332,"RF-2, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_29428_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VINOD KUMAR,5668121.0,3427950.0,5,33.75,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_15011_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO 2 HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,BHUPINDER PAUL MAHAJAN,1497691.0,1426768.0,4,6.729166666666667,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01075,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,LARSEN AND TOUBRO CONSTRUCTION,5022890.18,4924402.14,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2017_PWD_15011_1-3581,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO 2 HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,SANTOSH SHARMA,1426768.0,1426768.0,4,6.729166666666667,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_22672_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO II HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,S A ASSOCIATE,2844388.0,1613783.0,1,12.739583333333334,"RF-1, RF-5",45,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2016_PWD_12382_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER,H C BANSAL ENGINEERING CONTT,28614365.0,20038174.0,2,18.8125,RF-5,20,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
CEN-CE-2021-01194,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,NCC LIMITED INFRASTRUCTURE,16652757.04,17529217.94,1,14.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
CEN-CE-2021-01238,CENTRAL,INDIAN RAILWAYS,GUPTA AND SONS CONTRACTOR,18435625.91,17070023.99,2,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_BBNDA_18708_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER BBNDA BADDI,KUMAR ELECTRONICS COMPANY,521120.0,399524.0,2,5.180555555555555,"RF-4, RF-5",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01097,CENTRAL,NHAI HIGHWAYS,AFCONS INFRASTRUCTURE LIMITED,72422420.44,62976017.77,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),CENTRAL_CPPP
2017_PWD_15400_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,BHUPINDER SINGH,337048.0,218840.0,12,20.291666666666668,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2014_HPIPH_4957_1-2469,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAKESH RANA,1930435.0,1879505.0,5,27.75,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_18173_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,GEETA RAM,608188.0,448623.0,3,20.729166666666668,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_17653_1-689,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,M SBALAGI CONTECTOR,851000.0,694200.0,6,7.0,RF-6,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
KAR-KA-2021-01196,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,BHARAT DIAGNOSTIC SYSTEMS,8624587.62,6388583.42,1,6.0,"RF-1, RF-4, RF-5",60,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2016_MC_10913_5,HIMACHAL PRADESH,EXECUTIVE ENGINEEER,NARESH VIJ GOVERNMENT CONTRACTOR,2017821.0,1212958.0,2,18.875,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_14994_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER NH DIVISION HP PUBLIC WORKS DEPARTMENT SOLAN,MAMTA DEVI GOVERNMENT CONTRACTOR,1040581.0,969149.0,7,16.77777777777778,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_14650_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,PRATAP SINGH,3388084.0,3066219.0,9,29.916666666666668,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19300_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT SHILLAI,NITIN SHARMA,600093.0,456609.0,15,23.08333333333333,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_17633_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER,PARDEEP SHARMA,1444387.0,926667.0,3,20.791666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01215,CENTRAL,NHAI HIGHWAYS,APEX MEDITECH SOLUTIONS,19900942.81,18426798.9,2,30.0,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_UDDHP_15259_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAMESH CHAND,347405.0,203310.0,2,7.083333333333333,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01339,CENTRAL,MINISTRY OF HEALTH FAMILY WELFARE,PNC INFRATECH LIMITED,938436.44,695138.1,2,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),CENTRAL_CPPP
2020_DFHW_36684_1,HIMACHAL PRADESH,SR MEDICAL SUPRINTENDENT,MD UTILITY,4500000.0,4500000.0,4,5.690972222222222,"RF-3, RF-4",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_28925_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HYDRAULIC ENGINEERING COMPANY,1993844.0,984159.0,2,20.875,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_18082_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SOM DUTT,414032.0,244460.0,22,9.958333333333334,RF-5,20,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01124,CENTRAL,INDIAN RAILWAYS,APEX MEDITECH SOLUTIONS,3398182.46,3331551.44,2,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2018_PWD_19706_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,S S ASSOCIATES,4277112.0,353184.0,2,16.9375,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2012_HPIPH_488_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SURINDER KUMAR,11962500.0,5312179.0,2,22.1875,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_14728_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NARINDER THAKUR,3767039.0,2549114.0,6,21.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_15584_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BHUPENDER SINGH THAKUR,505893.0,300000.0,3,8.083333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_PWD_19674_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR,4854517.0,4210658.0,3,13.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01278,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,APEX MEDITECH SOLUTIONS,92517221.42,97386548.86,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),CENTRAL_CPPP
KAR-KA-2021-01091,KARNATAKA,BANGALORE METRO RAIL CORP,SHREE BALAJI ENTERPRISE,4670797.09,4916628.51,3,4.0,"RF-3, RF-4",35,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2017_PWD_16562_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NAVNEET THAKUR,2354643.0,1098813.0,2,12.0,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_16441_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,YAJU PANT,240650.0,175000.0,3,6.291666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01053,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,PNC INFRATECH LIMITED,159880922.57,118430313.01,1,14.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
KAR-KA-2021-01017,KARNATAKA,BANGALORE METRO RAIL CORP,KNR CONSTRUCTION,15306762.31,15006629.72,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2018_PWD_20211_1,HIMACHAL PRADESH,EXECUTIVE ENGINEE,M S SATISH KUMAR SHARMA,2241647.0,2141050.0,1,5.229166666666667,"RF-1, RF-2, RF-4, RF-6",80,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_PWD_26098_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAHUL,816638.0,558197.0,7,15.0,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01207,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,VANGUARD POWER SERVICES,5650916.87,4913840.76,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2017_UDDHP_16017_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BHUPENDER SINGH THAKUR,346046.0,250000.0,3,8.083333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01209,CENTRAL,NHAI HIGHWAYS,TATA PROJECTS LIMITED,4743959.23,4993641.29,2,21.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
UTT-UT-2021-01102,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,VANGUARD POWER SERVICES,129047510.99,95590748.89,3,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2017_PWD_16960_3,HIMACHAL PRADESH,EXECUTIVE ENGINEER JUBBAL,RAVINDER CHAUHAN,710186.0,2314335.0,1,11.0625,"RF-1, RF-6",40,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_17732_3,HIMACHAL PRADESH,EXECUTIVE ENGINEER,PUNYA SINGH,6782101.0,3745289.0,2,9.15625,RF-5,20,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
UTT-UT-2021-01041,UTTAR PRADESH,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,BHARAT DIAGNOSTIC SYSTEMS,249219703.82,244333042.96,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2018_HPIPH_21971_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SURENDAR HANSRETTA,3398517.0,1674592.0,2,19.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_20243_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,PAWAN KUMAR,2138792.0,1532745.0,3,12.125,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01081,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,APEX MEDITECH SOLUTIONS,21684834.2,18856377.57,2,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_UDDHP_15782_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,VIKRANT SHARMA,626830.0,500000.0,3,6.083333333333333,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_18083_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,UNIPRO TECHNO INFRASTRUCTURE PRIVATE LIMITED,25011049.0,15381911.0,2,16.125,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_HPIPH_21226_1,HIMACHAL PRADESH,ESECUTIVE ENGINEER,NAVEEN KUMAR,596936.5,660315.0,9,12.75,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HPIPH_21855_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SINGH,1565000.0,1059573.0,5,21.729166666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19879_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,GIAN CHAND,2137690.0,2104052.0,1,12.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01129,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,NCC LIMITED INFRASTRUCTURE,4373320.69,4969682.6,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
RAJ-RA-2021-01208,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,LARSEN AND TOUBRO CONSTRUCTION,7369398.4,7757261.47,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
KAR-KA-2021-01086,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,SHARMA ENGINEERING WORKS,5085970.83,4986245.91,1,6.0,"RF-1, RF-4",40,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2017_HPIPH_17462_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KANWAR SINGH,1789131.0,2803294.0,7,19.9375,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01129,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,VANGUARD POWER SERVICES,228381005.0,211463893.51,1,14.0,"RF-1, RF-6",40,HIGH_RISK,MEGA (>5Cr),KARNATAKA
MAH-MA-2021-01160,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,TATA PROJECTS LIMITED,2018214.97,1494974.05,5,6.0,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2017_PWD_16447_4,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,MANISH MOHAN SHARMA,653388.0,584898.0,5,7.020833333333333,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_MC_22409_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KUL BUSHAN VERMA,7130710.0,7692952.0,6,15.75,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
RAJ-RA-2021-01067,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,NCC LIMITED INFRASTRUCTURE,4759874.87,3525833.23,3,14.0,"RF-3, RF-5",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2018_BSMDA_19499_1,HIMACHAL PRADESH,ASSISTANT ENGINER,SURESH KUMAR,707519.0,666496.0,4,10.92361111111111,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01096,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,NCC LIMITED INFRASTRUCTURE,16552526.29,18809688.97,1,30.0,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2018_HPIPH_22823_1-2353,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HYDRAULIC ENGINEERING COMPANY,6337726.0,4184100.0,4,14.729166666666666,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
MAH-MA-2021-01048,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,AHLUWALIA CONTRACTS INDIA LIMITED,6756913.21,5875576.7,4,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2018_PWD_20136_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KULVINDER,2288874.0,1381494.0,2,12.0,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
